gene_symbol,gene_id,num_methods,methods,mean_corr_rank_score,mean_correlation,mean_abs_correlation,geo_mean_p_value,correlation_score,expression_level,expression_variability_cv,expression_level_score,expression_stability_score,mean_rank_stability_perc,rank_stability_score,final_score
Ostf1,ENSCGRT00001013038,4,"pearson, spearman, kendall, regression",119656820685.57794,11.965759607098786,11.965759607098786,1.0944927845906952e-16,9.111664993453863e-05,3308.45,0.6066689767025976,0.6440703243415807,0.5813743349528943,77.0,0.77,0.3959636942053822
ND5,ENSCGRT00001000032,4,"pearson, spearman, kendall, regression",8555247407.324911,1.3940439048994862,1.3940439048994862,3.805263650279819e-12,6.514676544556964e-06,40653.3625,0.5285093303960554,0.9999753631487891,0.5974449226818755,4.0,0.04,0.3956119532175359
CYTB,ENSCGRT00001000035,3,"pearson, spearman, regression",9488471620.790085,1.4005423490461035,1.4005423490461035,7.737941261371863e-11,7.22531103644423e-06,69884.3375,0.3930791054681869,0.9999999903157101,0.6247843402910809,1.0,0.01,0.39522053826278974
Anxa2,ENSCGRT00001013249,3,"pearson, spearman, regression",29119084003.621273,2.9120850999483694,2.9120850999483694,8.751011815653301e-17,2.2173691130773738e-05,25175.675,0.5276803787405203,0.9984363837297716,0.597614313350056,4.0,0.04,0.39518193159789217
EEF1A1,ENSCGRT00001000541,3,"pearson, spearman, regression",3755607255.164308,0.8712003547970077,0.8712003547970077,4.2660798993305036e-10,2.8598315549400554e-06,152762.3875,0.3736626576040764,1.0,0.6286439624492483,0.0,0.0,0.3942977383000092
COX2,ENSCGRT00001000019,3,"pearson, spearman, regression",2001436308.2981317,1.1926728112076042,1.1926728112076042,3.1674826679271722e-09,1.5240599777314347e-06,68039.1125,0.4297111256303927,0.9999999841129217,0.6174595735327527,1.0,0.01,0.39411954088778045
COX1,ENSCGRT00001000016,3,"pearson, spearman, regression",7366759186.052915,0.7548163397647859,0.7548163397647859,1.0719260080691374e-12,5.609662817896791e-06,222867.7625,0.4277428638129391,1.0,0.6178545309249341,0.0,0.0,0.3926804235038672
ND1,ENSCGRT00001000006,3,"pearson, spearman, regression",10478930336.721367,1.3569827951357656,1.3569827951357656,3.743485507181418e-11,7.97952863621872e-06,52385.475,0.5571390361822909,0.9999989413403464,0.5915806217953141,2.0,0.02,0.3917399674828555
ENSCGRG00001006857,ENSCGRT00001008042,3,"pearson, spearman, regression",1120809.7606335257,0.9011355559990166,0.9011355559990166,8.266467256884504e-07,8.534777208497893e-10,79535.1875,0.4765221334419681,0.9999999992727155,0.6080216373289355,0.0,0.0,0.39120324572254606
Vim,ENSCGRT00001018429,3,"pearson, spearman, regression",16049374.520123465,2.609213172480239,2.609213172480239,1.425015781765797e-07,1.2221327889540444e-08,21586.75,0.4458469384216539,0.9959153331702755,0.6142159025906879,0.0,0.0,0.39090699022821696
Actb,ENSCGRT00001019312,3,"pearson, spearman, regression",505734861.3848009,1.2107688996597257,1.2107688996597257,2.1407672375955948e-09,3.851085634773629e-07,61804.0125,0.4939704274869705,0.9999999153827992,0.6044825674414059,0.0,0.0,0.39067251377447604
Tpm4,ENSCGRT00001019857,3,"pearson, spearman, regression",23630418997.58444,2.4162245881753908,2.4162245881753908,8.129449406698072e-13,1.7994165341122803e-05,29852.3375,0.4931460288849035,0.9995535574836394,0.6046500315627362,0.0,0.0,0.39057076964563864
ENSCGRG00001012135,ENSCGRT00001014396,2,"spearman, regression",780575.5889863488,2.0697560017546404,2.0697560017546404,2.441666439333975e-06,5.943951400481081e-10,30497.8875,0.512186281635452,0.999624519693346,0.6007761008426864,0.0,0.0,0.3900037712721648
ENSCGRG00001011435,ENSCGRT00001013492,3,"pearson, spearman, regression",114739389321.12965,11.562214842192747,11.562214842192747,3.123686536722842e-18,8.737210892430302e-05,5144.925,0.5939838149664644,0.7475765350512988,0.5839952906517538,52.0,0.52,0.38990720295672243
Anxa1,ENSCGRT00001025473,4,"pearson, spearman, kendall, regression",24428135434.544422,2.4582493412433553,2.4582493412433553,6.66501386647679e-14,1.860161294767843e-05,17558.8625,0.6540984619630885,0.9880605819975382,0.5715350245272073,5.0,0.05,0.3896558689235216
Rpl23a,ENSCGRT00001000546,1,regression,124.63603821290177,2.2278867061396888,2.2278867061396888,0.017875140494039415,9.490824006526125e-14,27488.75,0.5244323993611617,0.9991586793438179,0.598277791217693,0.0,0.0,0.38948927248583726
Eef1g,ENSCGRT00001016400,2,"pearson, regression",22143073273.033234,3.722600842024433,3.722600842024433,6.811581645073514e-11,1.6861576668458035e-05,22932.675,0.5070867292355182,0.9971497114923747,0.6018149150389849,0.0,0.0,0.38942389533422755
Itgb1,ENSCGRT00001014159,1,regression,546.6053130855429,3.2740646782010323,3.2740646782010323,0.0059898148539001,4.162307228239535e-13,22217.7,0.5092313920268863,0.9965491610391506,0.6013781434924306,0.0,0.0,0.3891714698357762
Txnrd1,ENSCGRT00001019219,2,"spearman, regression",1670718.886245354,2.694557516580185,2.694557516580185,1.2206908615497481e-06,1.2722242411659554e-09,23010.1375,0.5208677654007856,0.997208166063564,0.5990055391732183,0.0,0.0,0.38901328120394163
HSPD1,ENSCGRT00001026904,1,regression,3934.8317819566787,3.912133549955666,3.912133549955666,0.00099423136064208,2.9963080079651195e-12,21926.9625,0.5119222634179109,0.9962702884022702,0.6008299055377558,0.0,0.0,0.38900557235254296
Hyou1,ENSCGRT00001004763,2,"spearman, regression",59670506.16143957,2.136695244198547,2.136695244198547,2.3431433297519e-07,4.543808359755233e-08,28496.5,0.5448377695620265,0.9993578431550995,0.5941036235698596,0.0,0.0,0.38892291465724216
ENSCGRG00001009996,ENSCGRT00001011657,3,"pearson, spearman, regression",31852723095.80618,3.830204237951913,3.830204237951913,3.529779011920518e-11,2.4255311173683697e-05,17879.575,0.44421468174936407,0.9890340438059774,0.614544490735087,0.0,0.0,0.3889015888765257
Hsp90aa1,ENSCGRT00001017229,3,"pearson, spearman, regression",16866366985.819986,2.648942848775252,2.648942848775252,1.6337339449918771e-10,1.2843453866726781e-05,22661.275,0.5252634792522085,0.9969351123735934,0.5981080573368778,0.0,0.0,0.38880187969415636
Gnb1,ENSCGRT00001008654,3,"pearson, spearman, regression",25066470307.751102,3.7800558001292526,3.7800558001292526,8.369387786470735e-11,1.908769418274497e-05,17412.1375,0.45457127144869497,0.9875872186162614,0.6124578558706699,0.0,0.0,0.388152479043152
Calr,ENSCGRT00001025534,1,regression,11025.576844160494,1.9527467164720855,1.9527467164720855,0.00017711051689314907,8.39579072784784e-12,43981.6875,0.5764850913251707,0.9999899114663461,0.5876029941761556,0.0,0.0,0.3881374225696855
Rab5if,ENSCGRT00001004891,4,"pearson, spearman, kendall, regression",117533611202.0863,11.75347136495973,11.75347136495973,2.612261953864277e-16,8.949986173862496e-05,3625.025,0.562248714344185,0.6632920248782965,0.5905311934746942,67.0,0.67,0.3881030864293885
ENSCGRG00001007673,ENSCGRT00001008976,3,"pearson, spearman, regression",8539627.535075178,1.5369069301245295,1.5369069301245295,1.673229949868954e-07,6.502782275399162e-09,31804.775,0.5816937416494941,0.999735529246506,0.5865300939630487,0.0,0.0,0.38790017546952205
Rplp0,ENSCGRT00001029997,1,regression,107715.15383053437,2.178278989966311,2.178278989966311,2.0222486261106264e-05,8.202327212095752e-11,43483.0,0.5866534071668025,0.9999884674179585,0.5855077164966285,0.0,0.0,0.3878226977326912
Ybx1,ENSCGRT00001003080,3,"pearson, spearman, regression",1438388899.607127,1.8796190182273318,1.8796190182273318,9.954139791106522e-09,1.095308876537996e-06,28641.6,0.5816246075821457,0.9993823434946286,0.586544339900267,0.0,0.0,0.38779679215697926
FTH1,ENSCGRT00001025594,1,regression,696308.0481073405,6.261411851143155,6.261411851143155,8.992201421996366e-06,5.302268295487596e-10,18471.0625,0.49808803455132894,0.9906279385885304,0.6036457714780611,0.0,0.0,0.387735247510359
ENSCGRG00001007673,ENSCGRT00001008993,3,"pearson, spearman, regression",19407252.2422054,1.7243860677572218,1.7243860677572218,1.1751610634536059e-07,1.4778295116088211e-08,27376.1875,0.5836481111483985,0.999132909671373,0.586127311909294,0.0,0.0,0.38765897559912404
Rack1,ENSCGRT00001019468,3,"pearson, spearman, regression",789344379.705164,3.500374425753876,3.500374425753876,3.2473764450559246e-09,6.010724262211628e-07,16766.6375,0.45931878814735094,0.9852750268847208,0.6114999451306994,0.0,0.0,0.3873077402639917
ENSCGRG00001003218,ENSCGRT00001003870,2,"spearman, regression",1730674.7012531245,2.169420787940994,2.169420787940994,9.404667356249932e-07,1.3178795826358582e-09,26215.775,0.5971905686833128,0.9988166324800748,0.5833331667614823,0.0,0.0,0.3871449652853966
Rpl26,ENSCGRT00001020422,3,"pearson, spearman, regression",59329980.50069797,3.502852070479571,3.502852070479571,9.598010092451171e-08,4.517877905272366e-08,16298.5875,0.4458408509731187,0.9833379069512241,0.6142171282431557,0.0,0.0,0.3871339593933522
Ddx3x,ENSCGRT00001028445,3,"pearson, spearman, regression",699676824.0227052,3.2405404957477564,3.2405404957477564,3.653751851095952e-09,5.327920955656026e-07,17178.375,0.48753650187248243,0.9867945058892489,0.6057888685272503,0.0,0.0,0.38690689516270044
ND2,ENSCGRT00001000010,2,"pearson, regression",5805947372.057617,1.1851546172966572,1.1851546172966572,1.041276886181349e-10,4.42113095774314e-06,73628.05,0.617549617133758,0.9999999964526016,0.5791225503509307,0.0,0.0,0.3868701499408032
Rpl3,ENSCGRT00001027223,2,"spearman, regression",7647891.473202122,3.0439340546671616,3.0439340546671616,2.756735546936261e-06,5.8237403109030715e-09,17585.0,0.5056346817946022,0.9881430152037545,0.6021105399675862,0.0,0.0,0.3867594878857604
Rps4x,ENSCGRT00001022659,3,"pearson, spearman, regression",985200241.3298,3.0850908764311864,3.0850908764311864,7.480339444045768e-09,7.502133600938136e-07,17757.4375,0.5118786597027364,0.9886729340515578,0.6008387913744908,0.0,0.0,0.38672799900698496
Hsp90b1,ENSCGRT00001030392,2,"spearman, regression",193416.6526940773,0.7738537973698103,0.7738537973698103,4.4036774239942066e-05,1.4728351742978083e-10,65727.35,0.6237586536749219,0.9999999704624944,0.5778360864920924,0.0,0.0,0.3866754041714756
Hsp90ab1,ENSCGRT00001027211,2,"pearson, regression",2496482020.7901587,1.4222354968093636,1.4222354968093636,4.696958700144026e-10,1.901028934689247e-06,54620.775,0.6299367313750927,0.9999994187874556,0.5765549879230432,0.0,0.0,0.38648383423626703
ENSCGRG00001017511,ENSCGRT00001021718,1,regression,2061.793844708475,3.068521774768532,3.068521774768532,0.0014882775872400661,1.57002122327099e-12,22736.3375,0.6088347783895531,0.9969960271505462,0.5809263821765167,0.0,0.0,0.3862377654722694
Eif4g2,ENSCGRT00001000627,2,"pearson, regression",3576572580.467277,3.0083172541884675,3.0083172541884675,7.411173509011854e-10,2.723499671082142e-06,22692.375,0.6175464974297292,0.9969604986715976,0.5791231964607719,0.0,0.0,0.3859577184704635
Serpinh1,ENSCGRT00001031283,2,"spearman, regression",214875.4824754203,2.291254290196992,2.291254290196992,7.429238275638332e-06,1.6362405422483162e-10,21804.35,0.6101804307410099,0.9961460511380937,0.5806479936345798,0.0,0.0,0.38594101445206475
Stag1,ENSCGRT00001012694,4,"pearson, spearman, kendall, regression",207282934288.87527,20.728294460768872,20.728294460768872,3.692878470891938e-18,0.00015784245689288848,2257.0375,0.5271858550116207,0.5771347544959322,0.5977153548420051,82.0,0.82,0.3858608665578376
Rpl14,ENSCGRT00001000145,2,"spearman, regression",1371339.8793036735,3.405015333652004,3.405015333652004,1.469664073251054e-06,1.0442521789219287e-09,17665.6625,0.540769668272783,0.9883938816419084,0.5949369101236939,0.0,0.0,0.38575870142882746
Bltp2,ENSCGRT00001007035,3,"pearson, spearman, regression",78729846.2148658,2.6817462939697774,2.6817462939697774,5.0845569594977696e-08,5.995144945234711e-08,17584.1,0.5426966183965686,0.988140186127725,0.5945422725839472,0.0,0.0,0.38562342070648936
S100a6,ENSCGRT00001019176,3,"pearson, spearman, regression",287853005.0488804,2.856193429517475,2.856193429517475,5.037376005906768e-08,2.1919520628551234e-07,16759.65,0.5176708365232899,0.9852478070323805,0.5996578461972001,0.0,0.0,0.38552310671737666
ENSCGRG00001004990,ENSCGRT00001005913,3,"pearson, spearman, regression",121379170.23205112,2.1627583432564648,2.1627583432564648,7.447827724309967e-08,9.242819005228323e-08,21057.925,0.6208045469678796,0.9952956826114928,0.5784482871547352,0.0,0.0,0.38535598482793415
Rps3a1,ENSCGRT00001021656,2,"spearman, regression",542263.3320484919,4.648706822526911,4.648706822526911,4.0934314046228196e-06,4.129243775282268e-10,14727.725,0.4279939806103654,0.9748252340624064,0.617804149719499,0.0,0.0,0.38511819284181653
ENSCGRG00001023575,ENSCGRT00001030429,1,regression,1968704.1919173137,7.077823880706714,7.077823880706714,3.5950687966964953e-06,1.4991350234095702e-09,16367.6,0.5161222800451565,0.9836385393565752,0.5999736895947791,0.0,0.0,0.3850876158458434
ENSCGRG00001015263,ENSCGRT00001018608,1,regression,69760.99062225454,5.138409846630643,5.138409846630643,7.365725206448509e-05,5.3121817253671396e-11,17751.4125,0.5709029375600762,0.9886548195227853,0.5887519067599627,0.0,0.0,0.3849092318920787
Pdia3,ENSCGRT00001010138,3,"pearson, spearman, regression",184664689.63803634,3.019479575808498,3.019479575808498,1.591074709678581e-08,1.4061904523798865e-07,16643.45,0.53718548331595,0.9847878166967268,0.5956706211279972,0.0,0.0,0.3847869944258357
Anxa6,ENSCGRT00001010583,4,"pearson, spearman, kendall, regression",593008017069.8003,59.30091839693069,59.30091839693069,2.6609501061988094e-20,0.0004515655989365294,1055.7875,0.42364680327243653,0.4971935801757696,0.61867595928858,95.0,0.95,0.3846400941855924
ENSCGRG00001006680,ENSCGRT00001007845,2,"spearman, regression",33896748.42742023,1.6818064497988636,1.6818064497988636,8.754515802013893e-07,2.581180197404853e-08,27204.525,0.6829062855773933,0.9990920833532942,0.5655305506863659,0.0,0.0,0.38455721793366393
Rps2,ENSCGRT00001030566,2,"pearson, regression",2091896.6752921147,1.7119266778843665,1.7119266778843665,8.182610108971117e-07,1.5929440208232974e-09,31375.1375,0.6920520405345902,0.9997032312637508,0.563620165994954,0.0,0.0,0.38445399491554594
Actg1,ENSCGRT00001022671,1,regression,3041.757573795669,3.89031855004285,3.89031855004285,0.0012789705134234424,2.316247067649831e-12,18273.2125,0.6051994279969167,0.9901221221467085,0.5816782053740334,0.0,0.0,0.384288367451044
Pdlim1,ENSCGRT00001022516,4,"pearson, spearman, kendall, regression",350426709515.4012,35.04498827714744,35.04498827714744,6.883681944297672e-20,0.0002668440264055546,1297.225,0.5932806637142807,0.5133823946788036,0.5841404354443815,95.0,0.95,0.38424252133086056
Ywhae,ENSCGRT00001011566,2,"pearson, regression",12255095.455787357,3.845604547314372,3.845604547314372,3.136963764695357e-07,9.332048404441011e-09,16479.55,0.5517154789251145,0.9841149087408023,0.5926936019202697,0.0,0.0,0.3841385166431005
Rpl8,ENSCGRT00001003601,2,"spearman, regression",3647271.617529603,2.944448216528615,2.944448216528615,2.6878711034998875e-06,2.777335794871894e-09,16929.125,0.5693205158430905,0.9858942266736689,0.5890774236215981,0.0,0.0,0.3841298826562747
ND4L,ENSCGRT00001000027,3,"pearson, spearman, regression",2251968619.9174013,4.9473253832514645,4.9473253832514645,4.787324563514954e-09,1.7148361056973278e-06,12597.675,0.38380538662241415,0.956270070536629,0.6266297927613715,2.0,0.02,0.3838761760096367
Hspa5,ENSCGRT00001016568,2,"spearman, regression",236048.1694982923,0.557751428237373,0.557751428237373,0.00014645810080218293,1.797466981375083e-10,73386.2875,0.7166452378215354,0.9999999962149093,0.5584738665990272,0.0,0.0,0.3837710789262255
Eef2,ENSCGRT00001026779,1,regression,806.4752114461779,2.9360909636580534,2.9360909636580534,0.0036406461616414845,6.1411726553655e-13,20152.6625,0.660451207279966,0.9940103398769193,0.5702126538272249,0.0,0.0,0.3837350000374052
PPIA,ENSCGRT00001016740,4,"pearson, spearman, kendall, regression",20064880224.95965,2.6735961957560996,2.6735961957560996,1.3789518581566593e-11,1.5279067728534848e-05,16229.65,0.5575158148039555,0.98303218148451,0.5915032671886531,0.0,0.0,0.38364125615074235
Hmgn1,ENSCGRT00001007540,4,"pearson, spearman, kendall, regression",37643029226.13004,3.974133243774192,3.974133243774192,1.880397235989248e-12,2.866453158976753e-05,10294.45,0.5715516399223455,0.9218060922062614,0.5886184410015027,12.0,0.12,0.3828460596247397
G6PDH,ENSCGRT00001011414,4,"pearson, spearman, kendall, regression",286120053303.3062,28.615447010468753,28.615447010468753,3.6229271029010633e-19,0.00021787559277204745,1627.225,0.5724352136333143,0.5354574715990538,0.5884366312116502,89.0,0.89,0.38248988639857245
ENSCGRG00001010711,ENSCGRT00001012547,3,"pearson, spearman, regression",1592495454.9880836,2.5092525434993136,2.5092525434993136,2.8282069562340624e-09,1.2126584181588744e-06,17858.875,0.6606098203886408,0.9889736538369973,0.5701796244350603,0.0,0.0,0.3822195248797255
Hspg2,ENSCGRT00001032060,2,"spearman, regression",332143639.27055925,3.076548476040606,3.076548476040606,5.977593478697607e-08,2.5292177691168486e-07,16964.7875,0.6327198907502234,0.9860266542527663,0.5759775288867008,0.0,0.0,0.38220472677754574
Prr13,ENSCGRT00001020255,4,"pearson, spearman, kendall, regression",242819645407.76538,24.30748293182723,24.30748293182723,2.822236594933868e-18,0.00018490306278474305,2471.15,0.44163349639908106,0.5910868479036908,0.6150638937105943,75.0,0.75,0.38215959965281027
ENSCGRG00001009772,ENSCGRT00001011390,1,regression,7184.441834949432,3.270540294845094,3.270540294845094,0.0004552252842372593,5.47083123134528e-12,20049.8,0.7098857695781617,0.9938437916666281,0.5598896333084762,0.0,0.0,0.3821365824984481
Ap2b1,ENSCGRT00001025434,4,"pearson, spearman, kendall, regression",109942607616.996,11.002827439670492,11.002827439670492,1.2812010645729247e-17,8.371944059462689e-05,4921.5125,0.49141607116335506,0.7361000179364153,0.6050013664824855,47.0,0.47,0.3821136981295353
ENSCGRG00001000039,ENSCGRT00001000039,3,"pearson, spearman, regression",421126087.25699776,4.065824697900962,4.065824697900962,1.23336038248405e-08,3.2068040961682267e-07,13638.1625,0.45413389371917107,0.9665644863540205,0.6125460623681982,0.0,0.0,0.3818513835335997
Rpl13,ENSCGRT00001029001,1,regression,628.2914703209362,3.5861662910387975,3.5861662910387975,0.005707806643273078,4.784333532354108e-13,16529.025,0.6283320924113166,0.9843210620543267,0.5768878287651089,0.0,0.0,0.3818294929312557
TUBB5,ENSCGRT00001030953,2,"pearson, regression",213905297.49594554,3.506030034426688,3.506030034426688,1.6290571320437404e-08,1.628852747332819e-07,16991.8375,0.6460388443625923,0.9861262824565342,0.5732112218063014,0.0,0.0,0.38181963316201534
Eloa,ENSCGRT00001026233,3,"pearson, spearman, regression",8713171113.88325,4.284577200973254,4.284577200973254,3.21691780542381e-10,6.634932782391096e-06,13411.7375,0.4921842646432753,0.9645448733899175,0.6048453684083424,1.0,0.01,0.38159292125133953
Nid1,ENSCGRT00001015930,1,regression,6096.99394325661,6.347258511771656,6.347258511771656,0.0010410471063518844,4.6427580107656405e-12,13960.025,0.4937728088109351,0.969245226109042,0.6045227129251771,0.0,0.0,0.38145197477334625
Hnrnpu,ENSCGRT00001026034,2,"pearson, regression",15385119.149241153,4.625783576515551,4.625783576515551,3.005660872524797e-07,1.1715508632860866e-08,14286.4,0.5232185067637648,0.9717505724961137,0.5985256657150199,0.0,0.0,0.3813040262922906
Ddx5,ENSCGRT00001017758,3,"pearson, spearman, regression",15368038732.708452,4.524488836794792,4.524488836794792,2.0936565250510295e-10,1.1702502183875932e-05,13446.8875,0.4690254534484503,0.9648659304674052,0.6095387464604934,0.0,0.0,0.38089527211016905
Scd1,ENSCGRT00001026839,3,"pearson, spearman, regression",45529585829.55679,4.572170748862896,4.572170748862896,2.520018166520396e-15,3.467001137024419e-05,12446.1375,0.6156091624478501,0.954538236167269,0.5795243779910791,5.0,0.05,0.3808039955533907
Fasn,ENSCGRT00001023063,4,"pearson, spearman, kendall, regression",32561425959.2272,3.2673351620389237,3.2673351620389237,5.124646505766321e-14,2.4794976445951134e-05,12988.6,0.6312373728731613,0.9604515633728389,0.5762851524870303,4.0,0.04,0.38058815987548456
TUBA1C,ENSCGRT00001013649,2,"pearson, regression",524431201.98979867,3.1175571472821755,3.1175571472821755,5.844644665407992e-09,3.993455113772147e-07,17913.9375,0.7159582162889083,0.9891335712635779,0.5586178066664159,0.0,0.0,0.38053290211724033
ENSCGRG00001013667,ENSCGRT00001016440,3,"pearson, spearman, regression",42617684791.34283,4.897015889337864,4.897015889337864,6.770333370614457e-11,3.245264786331841e-05,13196.1875,0.46027926882703224,0.9625134172637053,0.6113060430105783,0.0,0.0,0.38046291268984367
Eif4a1,ENSCGRT00001010834,3,"pearson, spearman, regression",84823859.02568528,3.2015985671901936,3.2015985671901936,1.1209538162559184e-07,6.459193738106372e-08,14009.5625,0.5322561273522843,0.9696388949518348,0.5966790004988121,0.0,0.0,0.3803935443971472
Pgam1,ENSCGRT00001001998,3,"pearson, spearman, regression",26195844.575276453,2.5412586104780956,2.5412586104780956,7.904486221308177e-08,1.9947693631080523e-08,15572.075,0.6532468988206379,0.9798248441496413,0.5717122064679906,0.0,0.0,0.37970429219416846
ENSCGRG00001021449,ENSCGRT00001027373,3,"pearson, spearman, regression",55576713975.46921,5.600447509872272,5.600447509872272,9.29256909261318e-13,4.2320729924133446e-05,12549.9875,0.44407545889041466,0.9557319777600464,0.6145725127377151,0.0,0.0,0.3789223985306408
Srrm2,ENSCGRT00001014896,1,regression,3575.974237026668,4.277663479817933,4.277663479817933,0.0011962231377196048,2.7230440426482073e-12,15222.5875,0.6643624051705338,0.977885696394732,0.569398009314612,0.0,0.0,0.3787754103167006
Psap,ENSCGRT00001014901,1,regression,3443837.5387215368,9.902762109942065,9.902762109942065,2.8754021102471293e-06,2.6224241764843593e-09,12780.45,0.47648933332440674,0.9582751849235697,0.6080282796848394,0.0,0.0,0.3786867984787665
ENSCGRG00001024190,ENSCGRT00001031314,1,regression,61367.29574333195,8.439959172729306,8.439959172729306,0.00013753177378549887,4.6730160233552196e-11,12578.65,0.4734954185927069,0.95605615003161,0.6086344090040748,0.0,0.0,0.3781120063787863
Rps7,ENSCGRT00001021459,1,regression,1930.1766825844134,5.3657247829286145,5.3657247829286145,0.002779913693044152,1.4697969751426847e-12,13318.5625,0.5616357848445513,0.9636800904268629,0.5906571209869389,0.0,0.0,0.3777025952766876
Fkbp1a,ENSCGRT00001007841,3,"pearson, spearman, regression",41431722617.845924,4.245762852073497,4.245762852073497,3.091644444805442e-15,3.154955767941596e-05,12694.15,0.6593737277705503,0.9573396393146064,0.5704370102301864,3.0,0.03,0.37728006315198165
Pdha1,ENSCGRT00001026333,4,"pearson, spearman, kendall, regression",118694375065.56651,11.871731613100458,11.871731613100458,2.24779444193701e-15,9.03837638346309e-05,4963.5375,0.3929752501634636,0.7382841643642957,0.624805027500599,41.0,0.41,0.3767421569399124
Cnbp,ENSCGRT00001001231,1,regression,136181.4936279905,8.382767976138116,8.382767976138116,6.155575280212504e-05,1.036999095527513e-10,12441.7,0.5041275353821945,0.9544865505345871,0.6024173038194516,0.0,0.0,0.3767085607747739
Tkt,ENSCGRT00001028479,4,"pearson, spearman, kendall, regression",2482679456.8902144,2.7183051026952727,2.7183051026952727,4.049563584995888e-10,1.8905185151756362e-06,13035.575,0.587806400920597,0.9609274571792341,0.5852699343212311,0.0,0.0,0.376069483509361
Srebf2,ENSCGRT00001030246,4,"pearson, spearman, kendall, regression",80179155329.26642,8.022355127477736,8.022355127477736,9.432639854889731e-15,6.105507388818919e-05,5646.7625,0.5159244374011328,0.7721254559646265,0.6000140355767356,36.0,0.36,0.3756641641554535
Kpnb1,ENSCGRT00001019675,1,regression,157688.97142254096,8.249766875785468,8.249766875785468,5.2316601677757285e-05,1.2007749098900214e-10,12285.8625,0.5232039152229264,0.9526355572358882,0.5985286449729872,0.0,0.0,0.37556996396474557
ENSCGRG00001000004,ENSCGRT00001000004,2,"spearman, regression",706178.9863269628,1.4750791986159406,1.4750791986159406,2.4055623245726542e-05,5.377433824467022e-10,19316.75,0.9070248315803336,0.9925159616959194,0.5182929787777376,0.0,0.0,0.37549873554053376
Eif4g1,ENSCGRT00001031201,3,"pearson, spearman, regression",2957522.163629446,2.8721148498388622,2.8721148498388622,7.48571345612896e-07,2.252103224146114e-09,13216.8625,0.6241020712976362,0.9627130221962718,0.5777649020433402,0.0,0.0,0.37547864286622384
ENSCGRG00001008387,ENSCGRT00001009762,3,"pearson, spearman, regression",616356140.9699731,4.555481007602425,4.555481007602425,4.2731875166010495e-08,4.693448013242516e-07,11911.7875,0.48120594223021296,0.9478963937964808,0.6070727090700185,0.0,0.0,0.37543001223736755
Ilk,ENSCGRT00001029432,3,"pearson, spearman, regression",603964078916.3082,60.41132841181334,60.41132841181334,6.296291738528243e-21,0.0004599084551666192,1035.35,0.5673010208347221,0.4958230039842687,0.5894927366927885,92.0,0.92,0.3753547750812655
Rps4x,ENSCGRT00001022650,2,"pearson, regression",52328992.37579944,6.2818111721294,6.2818111721294,1.1994456586927332e-07,3.984764472609411e-08,11804.35,0.47216061299954554,0.9464544320861518,0.6089045375777431,0.0,0.0,0.3752720262015649
ENSCGRG00001000522,ENSCGRT00001000696,3,"pearson, spearman, regression",125982030.66212006,3.203391885766553,3.203391885766553,3.4672481656382645e-08,9.593319060387052e-08,12959.925,0.607093261432193,0.960158336405456,0.5812865906831598,0.0,0.0,0.375240527897387
ENSCGRG00001018934,ENSCGRT00001023770,3,"pearson, spearman, regression",7100975013.899705,5.119208510880891,5.119208510880891,2.9778268687962543e-09,5.407272655485062e-06,11653.2625,0.459667519695279,0.9443628318180297,0.6114295471810745,0.0,0.0,0.3750254445316323
Tmsb10b,ENSCGRT00001022305,2,"spearman, regression",1382901379.5370817,3.1167859825705992,3.1167859825705992,4.707676412403853e-08,1.0530560662678384e-06,13670.575,0.733331404284127,0.966844350474222,0.5549749331267873,1.0,0.01,0.37479996633371115
Txn1,ENSCGRT00001009236,3,"pearson, spearman, regression",1837153942.5058224,3.921653910612889,3.921653910612889,1.0894166594854541e-08,1.3989617281828417e-06,11910.5875,0.5209722236320782,0.9478804926156797,0.5989842193982653,0.0,0.0,0.37421234027913497
P4hb,ENSCGRT00001016041,3,"pearson, spearman, regression",56754710832.38141,5.69616108069093,5.69616108069093,3.5379385035692283e-13,4.321775465385863e-05,11290.475,0.49172268541517716,0.9390226658274637,0.6049391044799768,1.0,0.01,0.37396495252209716
ENSCGRG00001013667,ENSCGRT00001016444,3,"pearson, spearman, regression",57431630490.12565,6.085046430306381,6.085046430306381,4.435604360563539e-11,4.373321755129398e-05,11210.6125,0.4368452543209161,0.9377843494067621,0.6160267202135832,0.0,0.0,0.3737568061410866
EIF3C,ENSCGRT00001018605,4,"pearson, spearman, kendall, regression",45027907386.22565,4.520932090385397,4.520932090385397,1.0786996171676717e-13,3.428799170066911e-05,11230.65,0.4918287516389117,0.9380972318477435,0.6049175655642511,1.0,0.01,0.37368051958564097
Cltc,ENSCGRT00001022217,3,"pearson, spearman, regression",39660774239.254654,4.833079831031758,4.833079831031758,3.286351089789641e-11,3.020101037104101e-05,11724.5,0.5216049807861255,0.9453584296074237,0.5988550665670418,0.0,0.0,0.37344786927143175
Pgd,ENSCGRT00001003453,4,"pearson, spearman, kendall, regression",55033990143.18875,5.524123007741326,5.524123007741326,8.321433916315966e-16,4.190745488344878e-05,9622.6375,0.5002130461336196,0.9077881459102441,0.6032136806516761,7.000000000000001,0.07,0.373335258852778
